stacks section,TITLE,AUTHOR,PUBLISHER,Year,EDITION,CUSTOM BINDING (Y/N),NOTES
"Row 2, Section 2",Les Mirabeau et Leur Temps,,Societe des Etudes Robespieristes,1968,,Y,
"Row 2, Section 2",La Revolution et La Vendee ,Emile Gabory,Librairie Academique Perrin,1941,,Y,
"Row 2, Section 2",Histoire de la Conciergereie,Eugene Pottet,depot a la conciergerie,1926,,Y,
"Row 2, Section 2",Les Grandes Journees de la Constituante ,Albert Mathiez,Hachette et Cie,1913,,Y,
"Row 2, Section 2",La Revolution et le Psychologie des Revolution ,Dr. Gustave le Bon ,"Ernest Flammarion, Editeur",1925,,Y,
"Row 2, Section 2",Histoire de la Republique Francaise,Ernest Hamel,Libraire Pagnerre,1872,,Y,
"Row 2, Section 2",Hoche L'Enfant de la Victoire 1768 - 1797,Marc-Andre Fabre,Librairie Hachette,1947,,Y,
"Row 2, Section 2",Paris en 1793 ,Edmond Bire,Gervais Jules ,1888,,Y,
"Row 2, Section 2",Ulm Trafalgar Austerlitz,Jean Thiry,Berger-Levrault,1962,,Y,
"Row 2, Section 2",La Campagne de France de 1814,Jean Thiry,Berger-Levrault,1946,,Y,
"Row 2, Section 2",Leipzig ,Baron Jean Thiry,Berger-Levrault,1972,,Y,
"Row 2, Section 2",Le Premiere Abdiction de Napoleon ,Jean Thiry,Berger-Levrault,1948,,Y,
"Row 2, Section 2",L'Empire Triomphant ,Baron Jean Thiry,Berger-Levrault,1967,,Y,
"Row 2, Section 2",La Campagne de Russie ,Baron Jean Thiry,Berger-Levrault,1969,,Y,
"Row 2, Section 2",Historia de Portugal,Joaquim Verissimo Serrao,Circulo de Leitores,,,Y,
"Row 2, Section 2",Memoires du Prince Eugene 3,A. Du Casse ,Michel Levy Freres,1858,,N,
"Row 2, Section 2",Memoires du Prince Eugene 2,A. Du Casse ,Michel Levy Freres,1858,,N,
"Row 2, Section 2",La Campagne de 1815 en France ,M. Niessel,Librairie Militaire R. Chapelot,1900,,Y,
"Row 2, Section 2",Vie du Marechal Gouvon Saint-Syr,Gay de Verno ,Librairie de Firmin Didot Freres,1856,,Y,
"Row 2, Section 2",La Comspiration de Batz 1793-1794,Lestapis ,Societe des Etudes Robespieristes,1969,,Y,
"Row 2, Section 2",Memoires de Larevelliere-Lepeaux Tome 2,Larevelliere-Lepeaux,"E. Plon, Nourrit",1895,,Y,
"Row 2, Section 2",Memoires de Larevelliere-Lepeaux Tome 3,Larevelliere-Lepeaux,"E. Plon, Nourrit",1895,,Y,
"Row 2, Section 2",Bibliographie de Georges Lefebvre,James Friguglietti,Societe des Etudes Robespieristes,1972,,Y,
"Row 2, Section 2",Les Jacobins Polonais,Bibliotheque D'Histoire Revolutionnaire ,Societe des Etudes Robespieristes,1965,,Y,
"Row 2, Section 2",L'Apanage de Philippe-Egalite duc d'orleans ,Beatrice F. Hyslop ,Societe des Etudes Robespieristes,1965,,Y,
"Row 2, Section 2",Madame Mere Essai Historique ,Le Baron Larrey ,E. Dentu ,1892,,Y,
"Row 2, Section 2",Memoires de Larevelliere-Lepeaux Tome 1,Larevelliere-Lepeaux,"E. Plon, Nourrit",1895,,Y,
"Row 2, Section 2",Le General Dupuy et sa Correspondance ,Claude Petirfrere ,Societe des Etudes Robespieristes,1935,,Y,
"Row 2, Section 2",Annales historiques de la Revolution francaise ,(prepared by) Georges Aubert and Marc Bouloiseau,Societe des Etudes Robespieristes,1965,,Y,
"Row 2, Section 2",Jean-Marie Roland et le Ministere de L'Interieur ,Edith Bernardin ,Societe des Etudes Robespieristes,1964,,Y,
"Row 2, Section 2",Un Duc et Pair au Service de la Revolution. Le Duc de Lauzun (General Biron) ,"Biron, Armand-Louis  de Gontaut",Perrin et Cie,1906,,Y,
"Row 2, Section 2",Legendes et Archives de La Bastille ,Frantz Funck - Bretano ,Librairie Hachette et Cie ,1914,,Y,
"Row 2, Section 2",Gens de la Vieille France ,G. Lenotre,Librairie Academique Perrin,1924,,Y,
"Row 2, Section 2",La Debacle Financiere de La Revolution: Cambon 1756-1820,Raul Arnaud ,Perrin et Cie,1926,,Y,
"Row 2, Section 2",Mirabeau et la Revolution royale ,preface by Jacques Bainville ,chez Grasset editeur ,1926,,Y,
"Row 2, Section 2","History of the War in the Peninsula, Under Napoleon; to which is prefixed A View of the Political...",General Foy ,Countess Foy ,1827,,Y,
"Row 2, Section 2",Choix de Livresde le Bibliotheque Royale de Hanovre ,R. Clavreuil ,Librairie Historique ,,,N,
"Row 2, Section 2",Lettres de Napoleon a Josephine Book 1,"Napoleon I, Emperor of the French ",Frimin Didot Freres ,1833,,Y,
"Row 2, Section 2",Lettres de Napoleon a Josephine Book 2,"Napoleon I, Emperor of the French ",Frimin Didot Freres ,1833,,Y,
"Row 2, Section 2",Vieilles maisons vieux papiers ,G. Lenotre,Librairie academique Perrin,1910,,Y,
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 1,A. Du Casse ,Michel Levy Freres,1858,,N (?),
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 4,A. Du Casse ,Michel Levy Freres,1858,,N (?),
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 5,A. Du Casse ,Michel Levy Freres,1859,,N (?),
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 6,A. Du Casse ,Michel Levy Freres,1859,,N (?),
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 7,A. Du Casse ,Michel Levy Freres,1860,,N (?),
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 8,A. Du Casse ,Michel Levy Freres,1859,,N (?),
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 9,A. Du Casse ,Michel Levy Freres,1860,,N (?),
"Row 2, Section 2",Memoire et Correspondance du Politique Eugene Book 10,A. Du Casse ,Michel Levy Freres,1860,,N (?),
"Row 2, Section 2",Histoire de la Revolution Francaise Book X (10),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book V (5),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book VI (6),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book VII (7),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book I (1),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book XII (12),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book VIII (8),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book IX (9),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book XI (11),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book XIII (13),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book XIV (14),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book XV (15),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de Napoleon I Book 2,De P. Lanfrey ,G. Charpentier ,1880,,Y,
"Row 2, Section 2",Histoire de Napoleon I Book 3,De P. Lanfrey ,G. Charpentier ,1886,,Y,
"Row 2, Section 2",Histoire de Napoleon I Book 4,De P. Lanfrey ,G. Charpentier ,1884,,Y,
"Row 2, Section 2",Histoire de Napoleon I Book 5,De P. Lanfrey ,G. Charpentier ,1884,,Y,
"Row 2, Section 2",Histoire de Napoleon I Book 1,De P. Lanfrey ,G. Charpentier ,1884,,Y,
"Row 2, Section 2",Memoire de M. Le Marechal Massena ,Le Marechal Massena ,"Delaunay, Libraire",1816,,N,
"Row 2, Section 2",Histoire de Massena,Auguste Amic,Libraire de La Societe des Gens Lettres ,1864,,N,
"Row 2, Section 2",Vieilles maisons vieux papiers IV,G. Lenotre,Librairie academique Perrin,1924,,Y,
"Row 2, Section 2",Napoleon et Josephine ,Jean Savant ,Librairie Artheme Fayard,1960,Edition Integrale ,Y,
"Row 2, Section 2",Souvenirs de Guerre et de Captivite d'un page de Napoleon,Victome de Barral ,Paris - Vie,1874,,Y,
"Row 2, Section 2","Le General Fournier-Sarloveze ""le plus mauvais sujet"" de Napoleon ",Jean Delpech-Laborie ,Productions de Pari s,1969,,Y,
"Row 2, Section 2",Principles of War ,Carl Von Clausewitz ,The Stackpole Company ,1960,,N,
"Row 2, Section 2",L'egalise Romaine et Le Premier Empire 1800-1814 Book 5,M. Le Comte D'Haussonville ,Michel Levy Freres,1870,,Y,
"Row 2, Section 2",L'Empire Triomphant ,Baron Jean Thiry,Berger-Levrault,1967,,Y,copy 2
"Row 2, Section 2",La Duchesse D' Abrantes ,Jules Bertaut ,Flammarion,1949,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book II (2),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book III (3),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book IV (4),Louis Blanc ,Enerst Flammarion,1878,,Y,
"Row 2, Section 2",Histoire Religieuse de la Revolution Francais Book 4,Pierre de la Gorge ,Plon-Nourrit et Cie,1924,,Y,
"Row 2, Section 2",Jean-Jacques Rousseau (1712-1778): Pour le 250 anniversaire de sa naissance,Societes des Etudes Robespierristes,Imprimerie Louis-Jean ,1963,,Y,
"Row 2, Section 2",Problemes d'histoire de Corse (de l'Ancien Regime a 1815) ,Societes des Etudes Robespierristes,,1971,,Y,
"Row 2, Section 2",Histoire Religieuse de la Revolution Francais Book 3,Pierre de la Gorge ,Plon-Nourrit et Cie,1919,,Y,
"Row 2, Section 2",Histoire Religieuse de la Revolution Francais Book 5,Pierre de la Gorge ,Plon-Nourrit et Cie,1923,,Y,
"Row 2, Section 2",The Grain Supply of England during the Napoleonic Period ,W. Freeman Galpin ,The Macmillan Company ,1925,,Y,
"Row 2, Section 2",Histoire Religieuse de la Revolution Francais Book 1,Pierre de la Gorge ,Plon-Nourrit et Cie,1912,,Y,
"Row 2, Section 2",Histoire Religieuse de la Revolution Francais Book 2,Pierre de la Gorge ,Plon-Nourrit et Cie,1912,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book 10,M. A. Thiers ,Furne et Cie,1865,3rd edition,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book 8,M. A. Thiers ,Furne et Cie,1865,3rd edition,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book 9,M. A. Thiers ,Furne et Cie,1865,3rd edition,Y,
"Row 2, Section 2",Actes du Colloque Saint-Just ,Bibliotheque D'Histoire Revolutionnaire ,Societe des Etudes Robespieristes,1968,,Y,
"Row 2, Section 2",La Vie Sociale en Provence Interieure au Lendemain de la Revolution ,Maurice Agulhon ,Societe des Etudes Robespieristes,1970,,Y,
"Row 2, Section 2",Un Journaliste Contre-Revolutionnaire Jean-Gabriel Peltier (1760-1825),Helene Maspero-Clerc,Societe des Etudes Robespieristes,1973,,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book 2,M. A. Thiers ,Furne et Cie,1865,3rd edition,Y,
"Row 2, Section 2",Histoire de la Revolution Francaise Book 3,M. A. Thiers ,Furne et Cie,1865,3rd edition,Y,
"Row 2, Section 2",The History of the French Revolution Volume 2,M. A. Thiers ,D. Appleton and Company ,1897,,N,
"Row 2, Section 2",The History of the French Revolution Volume 3,M. A. Thiers ,D. Appleton and Company ,1897,,N,
"Row 2, Section 2",Talleyrand 1754-1838 Book 1,G. Lacour-Gayet,"Payot, Paris",1928,,Y,
"Row 2, Section 2",Talleyrand 1754-1838 Book 2,G. Lacour-Gayet,"Payot, Paris",1928,,Y,
"Row 2, Section 2",Le Fils de Napoleon,Jean de Bourgoing,,1932,,Y,
"Row 2, Section 2",Memoirs de la Reine Tome 1 (Book 1),Napoleon,Librairie Plon,1927,,Y,
"Row 2, Section 2",Memoirs de la Reine Tome 2 (Book 2),Napoleon,Librairie Plon,1927,,Y,
"Row 2, Section 2",Memoirs de la Reine Tome 3 (Book 3),Napoleon,Librairie Plon,1927,,Y,
"Row 2, Section 2",The History of Napoelon Volume 2,John S. Abbott ,"Harper & Brothers, Publishers ",1883,,N,
"Row 2, Section 2",L'Expedition D'Egypte 1798-1801,Henry Laurens ,Armand Colin,1989,,Y,
"Row 2, Section 2",The History of Napoleon Bonaparte ,John S. C. Abbott,"Harper & Brothers, Publishers ",1855,,N,
"Row 2, Section 2",Le Grand Carnot L'Organisateur de la Victoire 1792-1823 (Volume 2),Marcel Reinhard ,,1954,,N,
"Row 2, Section 2",Le Grand Carnot L'Organisateur de la Victoire 1792-1823 (Volume 1),Marcel Reinhard ,,1954,,N,
"Row 2, Section 2",Austerlitz ,Claude Manceron  ,Robert Laffont ,1960,,N,
"Row 2, Section 2",Memoirs of my Life,Pierre Clement de Laussat ,Louisiana State University Press ,1978,,N,
"Row 2, Section 2",Waterloo: La Fin d'un Monde ,Commandant Henry Lachouque ,Charles-Lavauzelle,1985,,N,
"Row 2, Section 2",A Narrative of the Campaign of the British Army in Spain,"James Moore, Esq","JosephJohnson, St.Paul's Church Yard ",1809,,N,
"Row 2, Section 2",Napoleon,Jean Lucas-Dubreton ,Librairie Larousse ,1969,,N,
"Row 2, Section 2",Napoleon and Marie-Louise The Fall of the Empire,Walter Geer ,The Plimpton Press ,1925,,N,
"Row 2, Section 2",Napoleon the First an Intimate Biography ,Walter Geer ,The Plimpton Press ,1921,,N,
"Row 2, Section 2",The History of Napoleon Bonaparte Vol. 1,John S. C. Abbott,Harper & Brothers Publishers ,1855,,N,
"Row 2, Section 2",The History of Napoleon Bonaparte Vol. 2,John S. C. Abbott,Harper & Brothers Publishers ,1855,,N,
"Row 2, Section 2",The History of Napoleon Bonaparte Vol. 3,John S. C. Abbott,Harper & Brothers Publishers ,1855,,N,
"Row 2, Section 2",The History of Napoleon Bonaparte Vol. 4,John S. C. Abbott,Harper & Brothers Publishers ,1855,,N,
"Row 2, Section 2",Une Merveilleuse 1776-1851,Alfred Marquiset ,Honore Champion,1909,,Y,
"Row 2, Section 2",Les Dissentiments de la Famille Imperiale ,Arthur-Levy ,Nouvelle Collection Historique ,1932,,Y,
"Row 2, Section 2","The French Campaign in Portugal, 1810-1811","Edited Annotated, and Translated by Donald D. Horward ",University of Minnesota Press ,1973,,Y,
"Row 2, Section 2","The French Campaign in Portugal, 1810-1811","Edited Annotated, and Translated by Donald D. Horward ",University of Minnesota Press ,1973,,Y,
"Row 2, Section 2",Les Beauharnais et L'Empereur ,(preface by) Jean Hanoteau,Plon ,1936,,Y,
"Row 2, Section 2",Concorde Hotel de Talleyrand George C. Marshall Center ,directed by Susan Douglas Tate,Susan Tate,2017,,N,
"Row 2, section 3",Histoire de la France: La France de Napoleon I 1799/1815 ,Phillippe Sussel,Denoel Publishing,1970,,N,
"Row 2, section 3","Histoire de la France: La France de la Revolution, 1789-1799",Francois Dornic,Denoel Publishing,1970,,N,
"Row 2, section 3","Diccionario Bibliografico de la Guerra de la Independencia Espanola - 1808-1814, Volume III: Letras P-Z",Estado Mayor Central Del Ejercito?,Imprenta Biosca,1952,,Y,
"Row 2, section 3","Diccionario Bibliografico de la Guerra de la Independencia Espanola - 1808-1814, Volume II: Letras I-O",Estado Mayor Central Del Ejercito?,Imprenta del Servico Geografico del Ejercito,1947,,Y,
"Row 2, section 3",Dernieres Lettres Inedites de Napoleon I,Leonce de Brotonne,"Honore Champion, Libraire",1903,,Y,
"Row 2, section 3","Jena Campaign Studies, Volume I: Problems and Readings","LTC Albert S. Britt, III",United States Military Department of History,1974,,Y,
"Row 2, section 3","Thomas Paine, 1737-1809",M.A. Pardee,Tous Drois Reserves,1938,,Y?,Contains envelope with notes
"Row 2, section 3",Historischer Schul-Atlas,F. W. Pubgers,Bielefeld and Leipzig,1918,,N,
"Row 2, section 3",Le Redressement de la Prusse Apres Iena,Rene Bouvier,Sorlot,1941,,Y,
"Row 2, section 3",Le Marechal Davout -  1790-1815 Pologne-Russie Hambourg,A. L. Deckmuhl,Librairie Academique Didier,1887,,Y,Note on page 2
"Row 2, section 3",Bibliographie Critique des Memoires sur le Consulat et L'empire,Jean Tulard,Librairie Droz,1971,,Y,
"Row 2, section 3","Le Pape et L'Empereur, 1804-1815",Henri Welschinger,Plon-Nourrit et Cie,1905,,Y,
"Row 2, section 3",Napoleon et Les Israelites,Francois Pietri,Berger-Levrault,1965,6,Y,
"Row 2, section 3","Les Francais sur le Rhin, 1792-1804",Alfred Rambaud,Didier et Cie,1873,,Y,
"Row 2, section 3",Souvenirs du Marechal MacDonald,M. Camille Rousset,"E. Plon, Nourrit et Cie",1892,7th,Y,Signed?
"Row 2, section 3",Le Marechal Marmont Duc de Raguse Devant L'histoire,N/A?,E. Dentu,1857,2nd,Y,Check author
"Row 2, section 3","Napoleon et L'Europe ou Napoleon Explique Par Lui Meme, 1812-1813",M. Villemain,Editions Stock: Delamain et Boutelleau,1947,,Y,
"Row 2, section 3",Napoleon au Conseil D'Etat,Jean Bourdon,Berger-Levrault,1963,,Y,
"Row 2, section 3",Orderes et Apostilles de Napoleon (1799-1815),Arthur Chuquet,Librairie Ancienne Honore Champion,1911,,Y,
"Row 2, section 3",La Courtisane de La Grande Armee,Ida Saint-Elme,Librairie Contemporaine,Not listed,,Y,
"Row 2, section 3",Exposition Historique et Militaire de La Revolution et de L'Empire,Germain Bapst,Galerie des Champs-Elysees,1895,,Y,
"Row 2, section 3",Le Sacre de Napoleon I,Henri Gaubert,Flammarion,1964,,Y,
"Row 2, section 3",Napier's Pennisular War: Vol. III,W. F. P. Napier,George Routledge and Sons,Not listed,,Y?,
"Row 2, section 3",Josephine: Femme de Napoleon I (1763-1814),Roger Regis,Les Editions de Paris,1947,,Y,
"Row 2, section 3",Prisonneirs et Fugitifs: Episodes D'Histoire,Maurice Perrot,Librairie Academique Perrin,1932,,Y,
"Row 2, section 3",Le Culte de Napoleon (1815-1848),J. Lucas-Dubreton,Albin Michel,1960,,Y,
"Row 2, section 3",La Passage de la Berezina et la Retraite de la grande Armee,Maison Saint-Joseph,N/A,N/A,,Y,
"Row 2, section 3",Duroc Duc de Frioul Grand Marechal du Palais Imperial (1772-1813),Jean De La Tour,Marc Imhaus and Rene Chapelot,1913,,Y,
"Row 2, section 3",Amours et Tragedie de Michael Ney: Marechal De France,Leon Riotor,Fasquelle Editeurs,1934,,Y,
"Row 2, section 3",Napoleon en Russie (1807-1812),Jean Jacoby,Les Libertes Francaises,N/A,,Y,
"Row 2, section 3",Le Marechal Davout - Prince D'eckmuhl,"A. L. Deckmuhl, Mise de Blocqueville",Didier et Cie,1879,,Y,
"Row 2, section 3",L'Albanie et Napoleon (1797-1814),A. Boppe,Librairie Hachette et Cie,1914,,Y,
"Row 2, section 3",Napoleon I: Ses Institutions Civiles et Administratives,Amedee Edmond-Blanc,E. Plon et Cie,1880,,Y,
"Row 2, section 3",La Revolution et L'Empire (1789-1815) Vol. I,Louis Villat,Les Presses Universitaires de France,1936,,Y,
"Row 2, section 3",Bibliographie Napoleonienne,F. Kircheisen,Librairie Militaire R. Chapelot et Cie,1902,,Y,
"Row 2, section 3",Napoleon I Creancier de la Prusse (1807-1814),Charles Lesage,Librairie Hachette et Cie,1924,,Y,
"Row 2, section 3","Inedits Napoleoniens, Tome I",Arthur Chuquet,Fontemoing et Cie,1913,,Y,
"Row 2, section 3","Inedits Napoleoniens, Tome II",Arthur Chuquet,Fontemoing et Cie,1914-1919,,Y,
"Row 2, section 3",La Revolution et L'Empire (1789-1815) Vol. II,Louis Villat,Les Presses Universitaires de France,1942,,Y,
"Row 2, section 3",La France Les Etats-Unis et la guerre de course (1797-1815),Ulane Bonnel,Nouvelles Editions Latines,1961,,Y,
"Row 2, section 3","Napoleon and Iberia - The Twin Sieges of Ciudad Rodrigo and Almeida, 1810",Donald D. Horward,University Presses of Florida ,1984,,Y,
"Row 2, section 3",The French Campaign in Portugal,"Jean Jacques Pelet, ed. Donald Horward",University of Minnesota Press,1973,,Y,
